Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_adm,integer_adm_num,integer_adm_den,integer_adm_num_scale0,integer_adm_den_scale0,integer_adm_num_scale1,integer_adm_den_scale1,integer_adm_num_scale2,integer_adm_den_scale2,integer_adm_num_scale3,integer_adm_den_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,integer_vif,integer_vif_num,integer_vif_den,integer_vif_num_scale0,integer_vif_den_scale0,integer_vif_num_scale1,integer_vif_den_scale1,integer_vif_num_scale2,integer_vif_den_scale2,integer_vif_num_scale3,integer_vif_den_scale3,integer_motion3,vmaf,
68,0.989492,0.992159,0.987825,0.986691,0.989891,0.989492,450.142011,454.922411,117.766024,118.696751,101.987829,103.244816,73.212105,74.199635,157.176053,158.781210,0.145999,0.147492,0.991968,0.997615,0.998367,0.998878,0.993415,12320536.013115,12402203.710449,9261415.278346,9336402.088379,2322208.619936,2327761.299805,586799.219078,587758.791016,150112.895755,150281.531250,0.145999,95.162511,
69,0.989538,0.991913,0.987523,0.986139,0.990661,0.989538,450.155985,454.915347,117.763495,118.723633,101.980239,103.268684,73.174765,74.203282,157.237486,158.719748,0.144615,0.145999,0.991841,0.997682,0.998451,0.998948,0.993337,12319364.582203,12402001.182129,9260166.817326,9336339.453613,2322265.106726,2327660.271484,586814.821601,587725.485840,150117.836551,150275.971191,0.144615,95.180187,
70,0.989454,0.992032,0.987753,0.985793,0.990343,0.989454,450.143385,454.941422,117.768485,118.714439,101.996128,103.260740,73.176045,74.230618,157.202728,158.735624,0.144615,0.144615,0.991920,0.997706,0.998469,0.998905,0.993401,12320447.391769,12402287.350586,9261142.506936,9336577.878418,2322352.006317,2327692.378906,586833.356336,587733.007324,150119.522180,150284.085938,0.144615,95.159436,
71,0.994425,0.996320,0.994700,0.993244,0.993419,0.994425,466.310008,468.924172,120.213907,120.657932,106.805374,107.374430,88.993358,89.598724,150.297369,151.293086,0.231181,2.716117,0.993245,0.998503,0.999150,0.999434,0.994583,12310876.280331,12377921.948242,9262874.504315,9325867.471680,2315153.464630,2318624.941406,583940.716787,584437.580566,148907.594599,148991.954590,0.231181,96.439393,
72,0.995085,0.996099,0.994539,0.994734,0.994875,0.995085,469.153807,471.471222,120.203071,120.673836,106.880296,107.467125,90.024637,90.501176,152.045803,152.829085,0.198854,0.231181,0.994021,0.998770,0.999280,0.999544,0.995226,12348437.993013,12407676.645996,9291740.848281,9347630.455566,2321617.662028,2324476.519531,585664.324610,586086.321289,149415.158093,149483.349609,0.198854,96.554755,
73,0.994283,0.996066,0.994580,0.994118,0.992764,0.994283,469.231290,471.929462,120.246459,120.721352,106.966839,107.549711,90.098681,90.631732,151.919310,153.026668,0.198854,0.198854,0.993193,0.998289,0.998961,0.999277,0.994493,12341577.217935,12409917.852051,9285797.862243,9349442.915527,2320803.907381,2324782.398438,585566.295783,586175.275391,149409.152527,149517.262695,0.198854,96.341396,
74,0.994323,0.995917,0.993974,0.992913,0.994151,0.994323,471.280361,473.971232,120.252399,120.745449,106.994963,107.643572,90.421466,91.066893,153.611533,154.515319,0.200903,0.220697,0.992985,0.998244,0.998976,0.999308,0.994330,12367317.640817,12437845.363281,9303921.361241,9369650.360352,2326333.206566,2330426.158203,587164.840293,587766.770020,149898.232716,150002.074707,0.200903,96.355697,
75,0.993982,0.995594,0.993242,0.993308,0.993637,0.993982,471.558384,474.413285,120.280472,120.812828,107.018342,107.746529,90.482923,91.092539,153.776648,154.761390,0.200903,0.200903,0.992870,0.998198,0.998918,0.999306,0.994231,12367366.629938,12439122.279785,9303693.287391,9370508.956055,2326523.924224,2330724.072266,587211.405763,587847.167480,149938.012561,150042.083984,0.200903,96.278548,
76,0.994121,0.995250,0.992747,0.993986,0.994275,0.994121,473.846980,476.649251,120.307714,120.881870,107.121569,107.904198,91.229143,91.781092,155.188556,156.082091,0.202374,0.220746,0.992880,0.998458,0.999076,0.999472,0.994298,12396962.966423,12468061.691895,9325048.971389,9391920.684570,2332610.336417,2336213.425781,588864.683410,589409.058594,150438.975207,150518.522949,0.202374,96.332433,
77,0.994008,0.995456,0.992867,0.993429,0.994016,0.994008,473.991186,476.848522,120.359384,120.908836,107.161376,107.931269,91.119492,91.722194,155.350934,156.286223,0.198534,0.202374,0.992836,0.998185,0.998886,0.999228,0.994201,12396416.904794,12468717.898438,9324875.657963,9392162.202637,2332253.527293,2336495.275391,588843.621130,589500.075195,150444.098408,150560.345215,0.198534,96.273077,
78,0.993935,0.995012,0.992656,0.992925,0.994577,0.993935,474.297912,477.192230,120.336360,120.939564,107.199779,107.992887,91.196296,91.846087,155.565477,156.413692,0.198534,0.198534,0.992674,0.998273,0.998980,0.999391,0.994102,12396721.240403,12470267.418945,9324592.872791,9393410.928711,2332692.468782,2336727.659180,588951.224884,589552.458984,150484.673946,150576.372070,0.198534,96.274703,
79,0.993999,0.994949,0.991923,0.993270,0.995123,0.993999,476.242786,479.118167,120.362872,120.973972,107.270393,108.143909,91.894283,92.516954,156.715238,157.483331,0.181333,0.226203,0.993233,0.998472,0.999043,0.999399,0.994564,12431715.778377,12499659.580078,9351273.364777,9414980.288086,2338888.598489,2342468.813477,590582.504090,591148.345703,150971.311021,151062.132812,0.181333,96.269618,
80,0.994154,0.994545,0.991530,0.994319,0.995558,0.994154,476.519974,479.322154,120.340619,121.000683,107.286914,108.203381,91.967154,92.492613,156.925286,157.625478,0.181333,0.181333,0.992947,0.998631,0.999215,0.999555,0.994388,12429737.007100,12499881.009277,9348750.655417,9415156.568359,2339277.404406,2342484.437012,590703.856447,591167.633301,151005.090831,151072.370605,0.181333,96.324282,
81,0.994557,0.994873,0.992453,0.993988,0.996091,0.994557,476.981081,479.591659,120.394034,121.014465,107.445639,108.262651,91.981361,92.537736,157.160047,157.776806,0.179530,0.182487,0.993391,0.998543,0.999145,0.999455,0.994702,12435219.149494,12501456.549805,9354046.320965,9416282.392090,2339420.855546,2342834.365723,590736.889525,591242.291016,151015.083458,151097.500977,0.179530,96.398168,
82,0.994368,0.995029,0.992590,0.992862,0.995964,0.994368,477.212719,479.915603,120.423942,121.025589,107.520765,108.323393,91.971564,92.632775,157.296449,157.933846,0.179530,0.179530,0.993432,0.998570,0.999157,0.999503,0.994739,12436014.123069,12501788.174316,9354619.215467,9416469.615234,2339580.019353,2342929.866211,590783.592370,591282.278320,151031.295878,151106.414551,0.179530,96.361605,
83,0.993918,0.995085,0.992288,0.992654,0.994881,0.993918,477.284287,480.205124,120.449435,121.044426,107.538640,108.374405,91.979149,92.659842,157.317062,158.126451,0.180013,0.180013,0.993399,0.998515,0.999098,0.999451,0.994700,12436699.933430,12502962.291016,9355209.518220,9417376.682617,2339650.384700,2343128.897949,590799.738304,591333.375977,151040.292206,151123.334473,0.180013,96.257030,
84,0.994337,0.995289,0.992264,0.993088,0.995756,0.994337,478.578405,481.304058,120.464325,121.034527,107.649658,108.488932,92.184853,92.826483,158.279569,158.954117,0.198038,0.216838,0.992677,0.998443,0.999073,0.999487,0.994142,12454929.639131,12528314.895996,9366584.206581,9435685.119141,2344599.901393,2348257.047363,592252.436360,592801.879883,151493.094798,151570.849609,0.198038,96.374367,
85,0.993570,0.995105,0.992523,0.991852,0.994118,0.993570,478.792043,481.890633,120.513358,121.106113,107.758750,108.570478,92.186562,92.943884,158.333374,159.270157,0.198038,0.198038,0.992859,0.998201,0.998868,0.999283,0.994222,12457342.259149,12529736.901855,9369195.371273,9436585.925781,2344403.767228,2348628.187988,592244.121253,592915.132812,151498.999395,151607.655273,0.198038,96.180712,
86,0.993485,0.994621,0.992461,0.991643,0.994395,0.993485,480.133531,483.281973,120.535260,121.187099,107.844861,108.664133,92.548356,93.328340,159.205054,160.102401,0.195837,0.219700,0.992555,0.998215,0.998897,0.999279,0.993998,12481050.781957,12556417.743164,9385712.528174,9456113.196777,2349664.730190,2353865.940918,593719.015125,594374.460938,151954.508467,152064.144531,0.195837,96.160086,
87,0.993331,0.994505,0.991564,0.991851,0.994505,0.993331,480.364555,483.589448,120.543035,121.209099,107.863930,108.781620,92.562775,93.323251,159.394816,160.275478,0.193694,0.195837,0.992522,0.998179,0.998920,0.999288,0.993968,12482250.747397,12558006.370117,9386574.707326,9457293.387695,2349898.073045,2354184.759766,593802.804844,594444.707520,151975.162182,152083.515137,0.193694,96.125072,
88,0.993502,0.993934,0.991243,0.991996,0.995584,0.993502,480.770263,483.914834,120.524024,121.259556,107.925356,108.878773,92.633834,93.381211,159.687049,160.395294,0.193694,0.193694,0.992283,0.998488,0.999126,0.999468,0.993857,12483408.768048,12560571.021973,9386650.232830,9459653.138184,2350763.977532,2354322.839844,593972.262115,594491.822266,152022.295571,152103.221680,0.193694,96.187337,
89,0.994410,0.994519,0.993054,0.991718,0.996809,0.994410,482.203948,484.914392,120.611491,121.276230,108.175254,108.931877,92.770673,93.545437,160.646530,161.160849,0.200207,0.216223,0.992689,0.998375,0.999041,0.999353,0.994137,12509227.464907,12583006.910645,9406338.332891,9475614.132812,2355221.975226,2359055.412598,595268.073369,595839.603516,152399.083421,152497.761719,0.200207,96.380909,
90,0.994331,0.994718,0.992961,0.992087,0.996268,0.994331,482.512634,485.263456,120.657024,121.297756,108.253415,109.020859,92.826258,93.566620,160.775938,161.378222,0.200207,0.200207,0.992518,0.998333,0.998962,0.999336,0.993996,12506777.060204,12582320.475586,9404095.066744,9474986.751953,2355036.419622,2358968.158203,595238.759838,595857.547852,152406.814000,152508.017578,0.200207,96.358471,
91,0.994104,0.994848,0.992543,0.992083,0.995776,0.994104,484.150721,487.022399,120.681627,121.306564,108.377007,109.191236,93.757538,94.505700,161.334548,162.018898,0.195020,0.209797,0.992213,0.998134,0.998872,0.999305,0.993725,12531916.145600,12611054.518066,9422407.336193,9496352.689941,2359996.316383,2364409.273926,596692.238156,597365.965820,152820.254867,152926.588379,0.195020,96.293885,
92,0.993858,0.994289,0.992060,0.991631,0.996044,0.993858,484.725165,487.720838,120.705270,121.398582,108.476840,109.345011,93.842331,94.634355,161.700724,162.342890,0.195020,0.195020,0.992149,0.998256,0.998932,0.999253,0.993701,12534569.224950,12614023.238770,9424245.522969,9498824.319336,2360691.925203,2364815.140137,596794.407996,597432.176270,152837.368782,152951.603027,0.195020,96.239599,
93,0.994006,0.994708,0.992438,0.990529,0.996581,0.994006,486.785095,489.720448,120.806565,121.449306,108.718721,109.547112,94.876725,95.783849,162.383084,162.940182,0.189147,0.217385,0.992500,0.998219,0.998908,0.999233,0.993958,12565145.681668,12641531.681641,9447529.641365,9518923.262695,2366009.387003,2370229.787598,598303.413205,598957.672852,153303.240096,153420.958496,0.189147,96.261005,
94,0.993819,0.994529,0.992175,0.991005,0.996050,0.993819,486.872412,489.900274,120.825946,121.490646,108.747760,109.605473,94.919349,95.780880,162.379357,163.023275,0.189147,0.189147,0.992670,0.998365,0.998985,0.999320,0.994118,12567806.363823,12642172.472168,9449825.493192,9519605.142578,2366346.657973,2370221.174316,598332.268836,598939.934570,153301.943822,153406.220703,0.189147,96.231707,
95,0.993730,0.994358,0.991940,0.991428,0.995815,0.993730,486.957543,490.030271,120.817197,121.502769,108.759471,109.643145,94.935282,95.756150,162.445593,163.128206,0.190984,0.190984,0.992205,0.998295,0.998958,0.999343,0.993754,12564166.059317,12643140.093750,9446290.307301,9520498.434570,2366231.835776,2370273.114258,598331.539575,598955.402832,153312.376666,153413.142090,0.190984,96.214630,
96,0.993743,0.993786,0.990985,0.991937,0.996625,0.993743,487.242118,490.309957,120.768079,121.523178,108.792008,109.781693,94.980138,95.752152,162.701893,163.252934,0.191658,0.191658,0.992676,0.998508,0.999104,0.999491,0.994157,12567141.594454,12641006.331055,9448800.291900,9518513.509766,2366598.785322,2370135.648438,598406.047181,598942.687012,153336.470051,153414.485840,0.191658,96.238274,
97,0.993881,0.994147,0.992285,0.991396,0.996212,0.993881,487.802985,490.806411,120.863571,121.575184,108.979939,109.827257,95.079369,95.904548,162.880106,163.499422,0.191238,0.194864,0.992284,0.998083,0.998881,0.999294,0.993769,12564925.559337,12643707.917969,9447191.406973,9520650.750977,2366044.158272,2370588.894043,598359.613992,599029.635254,153330.380099,153438.637695,0.191238,96.239443,
98,0.993424,0.993729,0.991696,0.990640,0.995990,0.993424,487.889006,491.118709,120.884519,121.647320,108.992086,109.904789,95.056058,95.954230,162.956343,163.612370,0.191238,0.191238,0.992041,0.998088,0.998852,0.999257,0.993585,12562184.898267,12643287.869141,9444546.986036,9520315.553711,2365974.674307,2370507.140137,598334.107474,599021.987793,153329.130449,153443.187500,0.191238,96.135504,
99,0.993937,0.993998,0.991493,0.992470,0.996394,0.993937,488.217029,491.194912,120.907080,121.637169,109.024317,109.959736,95.150101,95.872066,163.135530,163.725942,0.191730,0.191730,0.992123,0.998048,0.998826,0.999277,0.993638,12563442.086656,12643878.849121,9445751.945070,9520747.474609,2366005.463542,2370632.579590,598343.783217,599046.882324,153340.894827,153451.912598,0.191730,96.248327,
