Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_adm,integer_adm_num,integer_adm_den,integer_adm_num_scale0,integer_adm_den_scale0,integer_adm_num_scale1,integer_adm_den_scale1,integer_adm_num_scale2,integer_adm_den_scale2,integer_adm_num_scale3,integer_adm_den_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,integer_vif,integer_vif_num,integer_vif_den,integer_vif_num_scale0,integer_vif_den_scale0,integer_vif_num_scale1,integer_vif_den_scale1,integer_vif_num_scale2,integer_vif_den_scale2,integer_vif_num_scale3,integer_vif_den_scale3,integer_motion3,vmaf,
16,0.986455,0.989095,0.982269,0.982684,0.989012,0.986455,400.567131,406.067115,114.861238,116.127556,93.964141,95.660252,62.545867,63.648027,129.195885,130.631280,0.185768,0.185768,0.994716,0.999041,0.999398,0.999821,0.995811,12064567.769275,12115314.517090,9072835.121842,9121029.634766,2272396.888323,2274577.798340,573419.199325,573764.395996,145916.559784,145942.687988,0.185768,94.687456,
17,0.986029,0.989468,0.982091,0.980493,0.988559,0.986029,400.814603,406.493899,114.927055,116.150333,93.981069,95.694889,62.623318,63.869210,129.283161,130.779467,0.187899,0.201475,0.995053,0.998946,0.999319,0.999777,0.996043,12069948.488859,12117897.011719,9077977.607344,9123106.297852,2272582.863584,2274979.595703,573461.386878,573851.939941,145926.631053,145959.178223,0.187899,94.590208,
18,0.985957,0.989669,0.982594,0.979364,0.988354,0.985957,400.922697,406.633007,114.940388,116.140198,93.996767,95.661892,62.789539,64.112555,129.196004,130.718363,0.187899,0.187899,0.994980,0.998930,0.999336,0.999770,0.995986,12070499.619392,12119151.555176,9078334.244844,9124137.244629,2272731.358658,2275165.751953,573503.728367,573884.687500,145930.287523,145963.871094,0.187899,94.574710,
19,0.991208,0.993693,0.990135,0.983768,0.993425,0.991208,408.549179,412.172941,115.636832,116.370728,95.424864,96.375565,63.964047,65.019451,133.523436,134.407198,1.077569,1.077569,0.997035,0.999314,0.999666,0.999731,0.997620,12109840.542274,12138727.974609,9111470.429514,9138562.579102,2277435.227207,2278999.234375,574683.373781,574875.367676,146251.511771,146290.793457,1.077569,96.959980,
20,0.991213,0.993541,0.992230,0.991018,0.988673,0.991213,423.184768,426.936265,116.317729,117.073944,98.110887,98.879139,68.822053,69.445827,139.934099,141.537355,0.167959,2.804222,0.995002,0.998870,0.999283,0.999499,0.995985,12135739.721400,12184656.764648,9126200.109309,9172043.073730,2285592.814098,2288179.303223,576899.138231,577312.991699,147047.659762,147121.395996,0.167959,95.666477,
21,0.990893,0.993403,0.991596,0.989779,0.988875,0.990893,423.530334,427.422775,116.322804,117.095242,98.251672,99.084383,68.781374,69.491648,140.174484,141.751503,0.167959,0.167959,0.995769,0.998921,0.999302,0.999553,0.996574,12143005.402284,12184752.268066,9133300.942286,9172108.744629,2285730.745651,2288200.854980,576915.490211,577318.727051,147058.224137,147123.941406,0.167959,95.602761,
22,0.991600,0.993587,0.992423,0.990860,0.989741,0.991600,423.142309,426.726770,116.328850,117.079666,98.237287,98.987280,68.617750,69.250727,139.958421,141.409098,0.168255,0.168634,0.995786,0.998932,0.999308,0.999571,0.996590,12142847.406239,12184401.660156,9133210.372639,9171857.399902,2285686.059099,2288130.505859,576900.172550,577299.822266,147050.801952,147113.932129,0.168255,95.758793,
23,0.991813,0.993570,0.992292,0.991336,0.990254,0.991813,423.030751,426.522848,116.325361,117.078152,98.196171,98.958954,68.571659,69.170982,139.937560,141.314760,0.168255,0.168255,0.995792,0.998955,0.999333,0.999612,0.996600,12142572.142409,12184002.871094,9132986.256590,9171583.824219,2285643.912109,2288034.764160,576892.531464,577277.710449,147049.442246,147106.572266,0.168255,95.809557,
24,0.991437,0.992604,0.991293,0.993635,0.989497,0.991437,422.752426,426.403653,116.229287,117.095345,98.072159,98.933590,68.632031,69.071672,139.818949,141.303046,0.168732,0.168732,0.994120,0.998922,0.999356,0.999576,0.995336,12127168.024827,12183997.169434,9117653.621293,9171581.633789,2285564.068163,2288030.931641,576905.191738,577277.063477,147045.143633,147107.540527,0.168732,95.725506,
25,0.991955,0.994515,0.993046,0.991517,0.989289,0.991955,423.169925,426.602005,116.381298,117.023224,98.224143,98.911955,68.579724,69.166468,139.984761,141.500359,0.169177,0.169177,0.996583,0.999027,0.999373,0.999658,0.997211,12150584.260283,12184561.852051,9140582.545558,9171922.457520,2285976.087272,2288201.641113,576952.817306,577314.686523,147072.810147,147123.066895,0.169177,95.848187,
26,0.991655,0.994247,0.992523,0.989494,0.989962,0.991655,423.302110,426.864161,116.388421,117.061829,98.248623,98.988752,68.528777,69.256357,140.136290,141.557223,0.169292,0.171050,0.996554,0.999051,0.999400,0.999692,0.997196,12150626.556801,12184793.693359,9140504.060927,9172108.118164,2286060.775545,2288232.145996,576983.495073,577329.914062,147078.225256,147123.515137,0.169292,95.787132,
27,0.991700,0.994494,0.992605,0.989884,0.989648,0.991700,423.341263,426.884239,116.400072,117.044548,98.239674,98.971563,68.544433,69.244937,140.157085,141.623191,0.169207,0.169292,0.996620,0.999047,0.999378,0.999681,0.997243,12151162.942106,12184754.200684,9141051.923524,9172057.039551,2286058.850558,2288238.873047,576974.611659,577333.871094,147077.556365,147124.416992,0.169207,95.795001,
28,0.991631,0.994026,0.992122,0.990160,0.990027,0.991631,423.324564,426.897264,116.384337,117.083851,98.212309,98.992188,68.551508,69.232756,140.176409,141.588470,0.169207,0.169207,0.996411,0.999051,0.999401,0.999707,0.997089,12149533.135133,12185009.327637,9139429.547047,9172346.269043,2286042.636481,2288213.388184,576980.098535,577325.778320,147080.853069,147123.892090,0.169207,95.782915,
29,0.991631,0.994430,0.992478,0.989694,0.989672,0.991631,423.361900,426.935092,116.389971,117.041847,98.239198,98.983767,68.546994,69.260789,140.185736,141.648689,0.169015,0.170141,0.996682,0.999055,0.999391,0.999698,0.997292,12151891.707133,12184886.488281,9141724.498009,9172160.357910,2286102.278096,2288265.356445,576983.382727,577334.760742,147081.548301,147126.013184,0.169015,95.781525,
30,0.991750,0.994491,0.992627,0.989947,0.989754,0.991750,423.376054,426.897939,116.404696,117.049561,98.245746,98.975540,68.547422,69.243506,140.178190,141.629332,0.168933,0.169015,0.996670,0.999039,0.999378,0.999692,0.997280,12151857.630934,12185005.498047,9141718.193574,9172263.202637,2286076.160960,2288274.450684,576981.835849,577341.081055,147081.440551,147126.763672,0.168933,95.806253,
31,0.991831,0.994503,0.992736,0.989543,0.990111,0.991831,423.399469,426.886579,116.398538,117.041969,98.243814,98.962698,68.541030,69.265360,140.216087,141.616551,0.167703,0.168933,0.996761,0.999067,0.999408,0.999700,0.997355,12152609.049649,12184834.450195,9142410.064416,9172115.238281,2286123.344601,2288257.452637,576993.332505,577335.254883,147082.308126,147126.504395,0.167703,95.824395,
32,0.991777,0.994333,0.992548,0.989936,0.990025,0.991777,423.387656,426.897915,116.408266,117.071655,98.258979,98.996748,68.517980,69.214540,140.202431,141.614972,0.167703,0.167703,0.996625,0.999094,0.999416,0.999699,0.997258,12151723.785649,12185136.272949,9141440.856830,9172399.115234,2286196.846997,2288269.679199,577003.676418,577340.739258,147082.405404,147126.739258,0.167703,95.813008,
33,0.991890,0.994578,0.992696,0.989587,0.990231,0.991890,423.420297,426.882417,116.412031,117.046631,98.262823,98.985861,68.518625,69.239649,140.226817,141.610276,0.169566,0.169566,0.996863,0.999094,0.999404,0.999667,0.997436,12153611.872184,12184852.604004,9143334.951713,9172109.367188,2286200.115754,2288273.597656,576997.053457,577340.863770,147079.751259,147128.775391,0.169566,95.837159,
34,0.991675,0.994529,0.992438,0.989455,0.989870,0.991675,423.430371,426.984824,116.420165,117.060638,98.255406,99.004076,68.535668,69.266077,140.219132,141.654033,0.170071,0.170071,0.996739,0.999111,0.999435,0.999682,0.997348,12152661.069467,12184979.679688,9142362.091056,9172272.791504,2286209.494031,2288244.625977,577008.598241,577334.560547,147080.886139,147127.701660,0.170071,95.793801,
35,0.992143,0.994771,0.992196,0.985398,0.993261,0.992143,422.848699,426.197441,116.512561,117.125023,98.423745,99.197889,68.660066,69.677475,139.252328,140.197054,0.198476,0.987880,0.993998,0.998486,0.999009,0.999250,0.995140,12209715.179472,12269346.232422,9184507.896817,9239968.144531,2297637.753806,2301122.433594,579769.912661,580345.114258,147799.616188,147910.540039,0.198476,95.876420,
36,0.992149,0.994475,0.991892,0.986059,0.993415,0.992149,422.889837,426.236090,116.496027,117.143265,98.433791,99.238401,68.692124,69.663311,139.267895,140.191113,0.198476,0.198476,0.994074,0.998476,0.998955,0.999237,0.995193,12210955.457784,12269939.037598,9185546.818729,9240304.078613,2297807.914271,2301314.717773,579792.174083,580398.791504,147808.550701,147921.449707,0.198476,95.874365,
37,0.992442,0.994696,0.992556,0.985760,0.993802,0.992442,423.076534,426.298504,116.508084,117.129372,98.463630,99.202133,68.732801,69.725702,139.372019,140.241297,0.215319,0.222411,0.994200,0.998435,0.998934,0.999247,0.995279,12214638.345299,12272578.826172,9188961.836988,9242569.371582,2298042.601396,2301645.600586,579826.506396,580445.087891,147807.400520,147918.766113,0.215319,95.961179,
38,0.992541,0.994534,0.992585,0.986330,0.993933,0.992541,423.203878,426.384097,116.495501,117.135815,98.469886,99.205542,68.753041,69.705930,139.485450,140.336811,0.214597,0.215319,0.994206,0.998550,0.999037,0.999320,0.995311,12215057.134064,12272605.204102,9189047.631909,9242599.418457,2298290.455939,2301627.259277,579894.121735,580452.964844,147824.924481,147925.561523,0.214597,95.992850,
39,0.992617,0.994579,0.992847,0.986213,0.993998,0.992617,423.215676,426.363472,116.500482,117.135498,98.475357,99.184786,68.749840,69.710950,139.489997,140.332238,0.214597,0.214597,0.994360,0.998518,0.999000,0.999350,0.995419,12215670.226079,12271884.712402,9189890.661748,9242018.591797,2298120.838245,2301530.860352,579840.549375,580420.887207,147818.176711,147914.373047,0.214597,96.009968,
40,0.992949,0.994324,0.992183,0.987137,0.995231,0.992949,423.258375,426.263972,116.501554,117.166538,98.496681,99.272646,68.789868,69.686245,139.470272,140.138543,0.219481,0.219481,0.994285,0.998790,0.999214,0.999456,0.995425,12214811.359045,12270946.913574,9188666.645414,9241480.439453,2298446.119687,2301231.083008,579882.843768,580339.238770,147815.750177,147896.152344,0.219481,96.108504,
41,0.991062,0.993024,0.990756,0.985740,0.992280,0.991062,431.857446,435.752110,116.883238,117.704292,99.698371,100.628563,70.087776,71.101660,145.188061,146.317595,0.218366,2.199356,0.992656,0.998060,0.998697,0.999140,0.994034,12239953.592679,12313415.192871,9204023.828095,9272117.352051,2305373.401607,2309854.019531,581998.314639,582757.863281,148558.048339,148685.958008,0.218366,95.642853,
42,0.990937,0.993034,0.991258,0.986341,0.991266,0.990937,432.149000,436.101375,116.842120,117.661751,99.752471,100.632229,70.230736,71.203275,145.323673,146.604120,0.166038,0.218366,0.992829,0.997995,0.998623,0.998936,0.994146,12242899.985712,12314993.777344,9206574.384023,9273076.170898,2305673.985349,2310305.137207,582078.685026,582881.283691,148572.931313,148731.185547,0.166038,95.523397,
43,0.990845,0.992966,0.991056,0.985432,0.991627,0.990845,432.164862,436.157892,116.848042,117.675720,99.741714,100.641869,70.179661,71.217142,145.395444,146.623161,0.166038,0.166038,0.992794,0.997956,0.998559,0.998866,0.994109,12242679.708308,12315230.961426,9206408.767273,9273228.821777,2305637.668851,2310359.896973,582063.181526,582903.410645,148570.090658,148738.832031,0.166038,95.494644,
44,0.991014,0.992898,0.991210,0.986525,0.991550,0.991014,432.156366,436.074717,116.827768,117.663425,99.762436,100.647171,70.248184,71.207741,145.317979,146.556379,0.176617,0.176617,0.992732,0.997948,0.998554,0.998896,0.994060,12242018.394318,12315166.229492,9205769.722002,9273168.344727,2305626.945631,2310368.950684,582055.220949,582898.237305,148566.505736,148730.696777,0.176617,95.548322,
45,0.990646,0.992656,0.990534,0.985672,0.991524,0.990646,432.046672,436.126243,116.850004,117.714466,99.725622,100.678648,70.167456,71.187428,145.303590,146.545701,0.192349,0.192349,0.992410,0.997984,0.998615,0.998941,0.993828,12241045.845673,12317065.798828,9204527.743202,9274925.252441,2305830.328677,2310488.154297,582109.529194,582916.666016,148578.244601,148735.726074,0.192349,95.496232,
46,0.990522,0.992937,0.990596,0.985789,0.990830,0.990522,432.091068,436.225636,116.843937,117.675121,99.726902,100.673662,70.127886,71.138849,145.392343,146.738003,0.202030,0.202030,0.992795,0.997943,0.998567,0.998925,0.994108,12245659.574357,12318239.640625,9208875.642740,9275706.427734,2306032.167864,2310786.256348,582155.350805,582990.699219,148596.412948,148756.257324,0.202030,95.479245,
47,0.990384,0.992645,0.990594,0.985436,0.990827,0.990384,431.936258,436.129873,116.852738,117.718590,99.716285,100.663107,70.114081,71.150345,145.253153,146.597832,0.211903,0.219250,0.992496,0.997954,0.998595,0.998953,0.993887,12243296.630057,12318603.837402,9206563.018053,9276167.527832,2305989.255994,2310717.416504,582148.816448,582967.666504,148595.539562,148751.226562,0.211903,95.466358,
48,0.990824,0.992095,0.991741,0.986655,0.991200,0.990824,432.128407,436.130183,116.789618,117.720238,99.827565,100.658878,70.240054,71.190101,145.271170,146.560966,0.208791,0.211903,0.992122,0.997975,0.998665,0.998977,0.993612,12239945.929258,12318633.002930,9202980.388536,9276056.300781,2306146.161249,2310826.652344,582214.315809,582992.739258,148605.063664,148757.310547,0.208791,95.562639,
49,0.990651,0.992932,0.991009,0.984948,0.991343,0.990651,432.197949,436.276796,116.864165,117.696068,99.789852,100.695189,70.133365,71.205169,145.410568,146.680371,0.208791,0.208791,0.992597,0.997814,0.998509,0.998783,0.993930,12244299.798545,12319079.037109,9207757.943860,9276434.593750,2305835.811903,2310887.997559,582126.500389,582995.797852,148579.542393,148760.647949,0.208791,95.501858,
50,0.991031,0.992906,0.991592,0.986499,0.991339,0.991031,432.467709,436.381831,116.883921,117.719002,99.831000,100.677528,70.232979,71.194136,145.519809,146.791165,0.217276,0.217276,0.992406,0.997906,0.998566,0.998848,0.993807,12241191.475551,12317474.372559,9204854.832671,9275292.755859,2305705.300661,2310543.074219,582071.073838,582906.917480,148560.268381,148731.625000,0.217276,95.604409,
51,0.992551,0.994775,0.993213,0.985543,0.993711,0.992551,435.243451,438.510063,117.251640,117.867542,100.394284,101.080267,70.444588,71.477976,147.152939,148.084278,0.559452,0.559452,0.993932,0.998246,0.998890,0.998983,0.995037,12264568.946635,12325741.869629,9225102.768575,9281421.833008,2308061.847163,2312116.617676,582684.678416,583332.387695,148719.652481,148871.031250,0.559452,96.436632,
52,0.991357,0.994108,0.991741,0.986422,0.991325,0.991357,442.252269,446.108008,117.557019,118.253757,101.091682,101.933538,71.870113,72.859391,151.733455,153.061321,0.158207,1.752957,0.993279,0.998142,0.998787,0.999019,0.994522,12292743.248790,12360459.387207,9243680.990409,9306231.378906,2314999.515950,2319308.648926,584684.814649,585394.706543,149377.927784,149524.652832,0.158207,95.618938,
53,0.991684,0.994579,0.992221,0.986394,0.991611,0.991684,442.347405,446.056630,117.568880,118.209717,101.098423,101.890987,71.905197,72.897000,151.774906,153.058926,0.155665,0.158207,0.993594,0.998146,0.998777,0.999005,0.994759,12295456.635266,12360234.046387,9246330.915115,9305942.707520,2315058.547169,2319359.359863,584685.521368,585401.559082,149381.651615,149530.419922,0.155665,95.685348,
54,0.991490,0.994286,0.992017,0.986240,0.991479,0.991490,442.296304,446.092553,117.566273,118.241947,101.092210,101.905724,71.871386,72.874135,151.766435,153.070747,0.155665,0.155665,0.993507,0.998199,0.998836,0.999046,0.994707,12294432.537915,12359853.738281,9245285.400559,9305704.977539,2315073.739992,2319251.135254,584692.060665,585373.612305,149381.336699,149524.013184,0.155665,95.649139,
55,0.991558,0.994435,0.991967,0.986762,0.991346,0.991558,442.276548,446.042162,117.565323,118.223274,101.081664,101.900179,71.894376,72.858911,151.735185,153.059798,0.174982,0.174982,0.993539,0.998212,0.998864,0.999098,0.994736,12295621.242106,12360693.422852,9246278.899554,9306403.579102,2315218.015119,2319365.436523,584731.600842,585396.778809,149392.726592,149527.628418,0.174982,95.696123,
56,0.991921,0.994031,0.991996,0.987498,0.992346,0.991921,442.592809,446.197524,117.559594,118.265533,101.155665,101.971848,71.931900,72.842595,151.945651,153.117548,0.198554,0.198554,0.993299,0.998310,0.998934,0.999215,0.994578,12296327.045297,12363361.661133,9246270.384274,9308643.815918,2315776.882170,2319696.816895,584849.134255,585472.972168,149430.644599,149548.056152,0.198554,95.820802,
57,0.991811,0.994611,0.992320,0.986272,0.991943,0.991811,442.681051,446.336104,117.585662,118.222752,101.150105,101.932928,71.782413,72.781549,152.162870,153.398876,0.213664,0.226341,0.993498,0.998239,0.998869,0.999140,0.994710,12298098.433173,12363501.668457,9248092.556544,9308620.092285,2315733.147957,2319817.958496,584845.809601,585508.064453,149426.919071,149555.553223,0.213664,95.808551,
58,0.991779,0.994413,0.992196,0.986572,0.991940,0.991779,442.649793,446.319190,117.582760,118.243412,101.160011,101.955643,71.781466,72.758431,152.125556,153.361704,0.210447,0.213664,0.993415,0.998281,0.998927,0.999157,0.994659,12297486.927414,12363524.937500,9247410.314596,9308706.226562,2315783.856355,2319771.325195,584862.156235,585490.644043,149430.600227,149556.741699,0.210447,95.801117,
59,0.991731,0.994345,0.992075,0.985600,0.992397,0.991731,442.572443,446.262582,117.587795,118.256565,101.160110,101.968195,71.731422,72.779463,152.093115,153.258359,0.210447,0.210447,0.993330,0.998246,0.998876,0.999123,0.994585,12295811.392257,12362758.226074,9246081.866232,9308171.553711,2315534.406110,2319602.597168,584787.086755,585444.865723,149408.033159,149539.209473,0.210447,95.785602,
60,0.990685,0.993223,0.990642,0.986834,0.990603,0.990685,446.317653,450.514165,117.636051,118.438732,101.602277,102.562067,72.601949,73.570570,154.477376,155.942796,1.097854,1.153497,0.992833,0.997981,0.998702,0.999009,0.994152,12310979.501542,12383395.723633,9256061.919315,9322875.999023,2319223.759893,2323915.622070,585909.426498,586671.182617,149784.395837,149932.919922,1.097854,96.762338,
61,0.989746,0.991875,0.987566,0.985593,0.991514,0.989746,450.122124,454.785299,117.746193,118.710670,101.945622,103.229179,73.115011,74.183741,157.315297,158.661709,0.149326,1.097854,0.991756,0.997702,0.998470,0.998831,0.993276,12318357.527267,12401745.279297,9259161.008309,9336125.012207,2322278.693066,2327627.485840,586820.183634,587719.437012,150097.642258,150273.344238,0.149326,95.223712,
62,0.989613,0.991804,0.987716,0.985514,0.991124,0.989613,450.122887,454.847462,117.731580,118.704521,101.972059,103.240211,73.115620,74.190338,157.303628,158.712391,0.149326,0.149326,0.991789,0.997713,0.998483,0.998842,0.993304,12318718.906635,12401763.897461,9259490.333620,9336147.338867,2322312.472010,2327634.724121,586818.342624,587710.031738,150097.758380,150271.802734,0.149326,95.196175,
63,0.989439,0.991522,0.987301,0.985733,0.991004,0.989439,450.170612,454.975648,117.749357,118.756145,101.996758,103.308699,73.139710,74.198291,157.284787,158.712513,0.152759,0.152759,0.991376,0.997680,0.998476,0.998836,0.992986,12315529.394564,12402521.208496,9256359.847669,9336880.787109,2322255.543800,2327655.626465,586818.216003,587714.078125,150095.787092,150270.716797,0.152759,95.161879,
64,0.990175,0.991711,0.989421,0.986862,0.991065,0.990175,450.391442,454.860548,117.721613,118.705578,102.140181,103.232290,73.218910,74.193658,157.310738,158.729022,0.148764,0.153068,0.991405,0.997698,0.998456,0.998785,0.993009,12315557.432907,12402257.135742,9256244.182266,9336495.174805,2322386.924210,2327745.304688,586830.654429,587738.386230,150095.672002,150278.270020,0.148764,95.311643,
65,0.989817,0.991898,0.988118,0.987045,0.990661,0.989817,450.142693,454.773553,117.752287,118.714058,102.012230,103.238865,73.200569,74.161336,157.177606,158.659294,0.147686,0.148764,0.991739,0.997651,0.998417,0.998843,0.993251,12318443.568057,12402145.982422,9259320.213767,9336451.461914,2322223.732280,2327690.459961,586794.948390,587725.448730,150104.673620,150278.611816,0.147686,95.235122,
66,0.989675,0.991943,0.987888,0.986403,0.990672,0.989675,450.154413,454.850670,117.743676,118.700073,101.985093,103.235491,73.188654,74.197523,157.236991,158.717583,0.147382,0.147686,0.991873,0.997655,0.998400,0.998951,0.993353,12319485.699248,12401921.570801,9260358.052209,9336238.260742,2322217.283049,2327674.763184,586794.305182,587734.821777,150116.058808,150273.725098,0.147382,95.211731,
67,0.989410,0.991626,0.987618,0.986261,0.990390,0.989410,450.151482,454.969500,117.743684,118.737953,101.999908,103.278664,73.183332,74.202806,157.224558,158.750076,0.147382,0.147382,0.991557,0.997624,0.998411,0.998926,0.993110,12317014.554440,12402467.930664,9257971.045158,9336797.965820,2322147.530215,2327678.763672,586786.772691,587720.590332,150109.206375,150270.610840,0.147382,95.152261,
