Frame,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_adm,integer_adm_num,integer_adm_den,integer_adm_num_scale0,integer_adm_den_scale0,integer_adm_num_scale1,integer_adm_den_scale1,integer_adm_num_scale2,integer_adm_den_scale2,integer_adm_num_scale3,integer_adm_den_scale3,integer_motion2,integer_motion,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,integer_vif,integer_vif_num,integer_vif_den,integer_vif_num_scale0,integer_vif_den_scale0,integer_vif_num_scale1,integer_vif_den_scale1,integer_vif_num_scale2,integer_vif_den_scale2,integer_vif_num_scale3,integer_vif_den_scale3,integer_motion3,vmaf,
10,0.766990,0.165272,0.953855,0.909190,0.917616,0.766990,3035.909653,3958.215115,134.081989,811.281727,640.041281,671.004890,1096.822557,1206.373169,1164.963827,1269.555328,4131.657814,4131.657814,0.920015,0.888866,0.902446,0.909607,0.915273,28789375.714711,31454415.736328,23961331.649263,26044497.721680,3666733.374378,4125178.966309,919584.761816,1018991.260254,241725.929255,265747.788086,4131.657814,100.000000,
11,0.714333,0.161965,0.912174,0.837152,0.853287,0.714333,2770.291254,3878.152737,130.950459,808.509289,606.198226,664.563965,989.945772,1182.516617,1043.196797,1222.562866,4133.277869,4133.277869,0.850294,0.755294,0.769945,0.779700,0.834151,25608277.469491,30699821.802246,21475614.566985,25256683.739746,3136916.990952,4153241.808105,788181.454456,1023685.420898,207564.457097,266210.833496,4133.277869,100.000000,
12,0.708219,0.160992,0.916230,0.816492,0.855819,0.708219,2734.927061,3861.694653,130.593508,811.180355,601.199542,656.166611,954.904886,1169.521805,1048.229124,1224.825882,1024.000000,4134.549340,0.866808,0.809252,0.822144,0.827930,0.857469,26119703.259914,30461399.272461,21855691.041996,25213996.687988,3238942.261401,4002389.335938,811942.590325,987591.236328,213127.366192,257422.012207,1024.000000,100.000000,
13,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,237.079708,237.079725,103.967118,103.967125,65.573960,65.573965,41.408153,41.408157,26.130477,26.130478,1024.000000,1024.000000,0.816807,0.984761,0.992267,0.993229,0.858754,9460035.808963,11016000.000000,6774922.429940,8294400.000000,2041999.504396,2073600.000000,514391.444303,518400.000000,128722.430323,129600.000000,1024.000000,100.000000,
14,0.760341,0.163313,0.940184,0.899535,0.917103,0.760341,2994.565179,3938.450558,132.511556,811.395702,628.605363,668.598267,1085.969550,1207.256653,1147.478709,1251.199936,4132.321830,4132.321830,0.929538,0.882515,0.895647,0.902547,0.922059,28883727.412269,31325248.136230,24119234.894279,25947561.043457,3618311.281024,4100000.385742,907473.191526,1013203.960449,238708.045440,264482.746582,4132.321830,100.000000,
15,0.765710,0.164050,0.951087,0.897803,0.928271,0.765710,3019.210648,3943.020531,132.997949,810.713486,636.242226,668.963509,1080.822610,1203.853058,1169.147864,1259.490479,4133.197746,4133.197746,0.943203,0.905560,0.918400,0.926761,0.937358,29310490.284395,31269256.725586,24449477.620884,25921743.250977,3691590.810180,4076584.000977,925558.847497,1007794.767090,243863.005834,263134.706543,4133.197746,100.000000,
16,0.748016,0.168869,0.934004,0.883671,0.901262,0.748016,2894.224336,3869.203300,136.962773,811.057594,614.232112,657.633545,1027.800330,1163.103455,1115.229121,1237.408707,4134.327035,4134.327035,0.910612,0.845389,0.861214,0.871945,0.900133,27508628.667100,30560614.139160,23043465.487309,25305461.599121,3387866.835880,4007464.931641,852217.253881,989553.163574,225079.090030,258134.444824,4134.327035,100.000000,
17,0.390755,0.148225,0.485140,0.460633,0.409102,0.390755,1950.462860,4991.518887,133.565857,901.104996,370.432707,763.558758,763.744326,1658.030426,682.719969,1668.824707,4131.519855,4384.052737,0.222102,0.429787,0.435892,0.418314,0.249587,11121723.518239,44560559.747559,8590908.719197,38679981.969238,1928294.142063,4486622.793945,481323.242858,1104226.493164,121197.414121,289728.491211,4131.519855,100.000000,
18,0.686911,0.160954,0.877995,0.801120,0.812225,0.686911,2728.818332,3972.595898,130.692946,811.987057,593.447828,675.912552,970.603300,1211.558167,1034.074256,1273.138123,4131.519855,4131.519855,0.819451,0.757771,0.768925,0.773575,0.809377,25592782.473967,31620362.752930,21471981.896501,26202890.043457,3129695.796081,4130135.184082,784929.116996,1020814.257324,206175.664388,266523.268066,4131.519855,100.000000,
19,0.446240,0.149682,0.587745,0.466623,0.522459,0.446240,2215.008997,4963.717415,135.375317,904.417412,449.744512,765.203278,761.668537,1632.299927,868.220630,1661.796799,4383.656104,4383.656104,0.230103,0.461994,0.476232,0.477074,0.260869,11621628.415937,44549662.998047,8910702.650389,38724899.852539,2052549.727118,4442802.612305,521268.185518,1094567.206055,137107.852912,287393.327148,4383.656104,100.000000,
20,0.800416,0.175701,0.966452,0.912215,0.954569,0.800416,3964.107290,4952.559750,158.734336,903.434040,737.927580,763.543098,1483.288202,1626.029541,1584.157171,1659.553070,4133.277869,4383.779326,0.957513,0.907770,0.920566,0.929062,0.951524,42246506.272316,44398781.247070,37010612.058134,38652859.651367,3974680.788573,4378512.839355,996253.542303,1082218.107910,264959.883306,285190.648438,4133.277869,100.000000,
21,0.532514,0.169267,0.573416,0.653135,0.633834,0.532514,2065.169873,3878.152737,136.853658,808.509289,381.071539,664.563965,772.342709,1182.516617,774.901967,1222.562866,4133.277869,4133.277869,0.335040,0.480286,0.489964,0.482821,0.361137,11086842.847137,30699821.802246,8461996.541185,25256683.739746,1994744.489171,4153241.808105,501569.514586,1023685.420898,128532.302196,266210.833496,4133.277869,100.000000,
22,0.766585,0.169804,0.924683,0.904646,0.884487,0.766585,3804.813986,4963.332085,154.126388,907.669815,701.490810,758.628731,1481.473411,1637.627457,1467.723377,1659.406082,4384.520335,4384.520335,0.863891,0.737103,0.754566,0.762566,0.848069,37723909.019887,44482122.280273,33453669.539408,38724408.277344,3234198.013325,4387717.880859,817864.501776,1083887.021484,218176.965378,286109.100586,4384.520335,100.000000,
23,0.752521,0.175863,0.924382,0.875666,0.862433,0.752521,3794.588513,5042.504292,159.814100,908.740612,707.182759,765.033043,1474.746946,1684.142441,1452.844708,1684.588196,4384.706172,4384.706172,0.858189,0.727069,0.742615,0.750280,0.841442,37059331.090814,44042622.332520,32814488.596820,38236900.520996,3216946.193316,4424540.163574,811569.303320,1092853.402344,216326.997358,288328.245605,4384.706172,100.000000,
24,0.798830,0.170489,0.956220,0.933044,0.933856,0.798830,4008.207146,5017.597900,154.820949,908.097572,729.792516,763.205406,1566.317896,1678.718353,1557.275786,1667.576569,4384.741801,4384.741801,0.926349,0.869688,0.877920,0.878971,0.919178,40772552.965850,44357646.663086,35698399.259595,38536662.235840,3857163.928593,4435111.582031,962564.840184,1096415.255371,254424.937479,289457.589844,4384.741801,100.000000,
25,0.816191,0.171628,0.975664,0.950045,0.960317,0.816191,4086.831715,5007.202789,155.861122,908.132912,745.146255,763.732399,1586.849792,1670.289581,1598.974546,1665.047897,4384.697766,4384.768188,0.954366,0.907850,0.912701,0.912806,0.948389,42036211.811398,44323814.926758,36726510.791611,38482624.557129,4040110.499269,4450197.518555,1004371.094685,1100438.732422,265219.425833,290554.118652,4384.697766,100.000000,
26,0.826909,0.171955,0.984064,0.965185,0.973313,0.826909,4138.084317,5004.282692,156.061619,907.569916,749.708648,761.849724,1609.165334,1667.209793,1623.148717,1667.653259,4384.697766,4384.697766,0.965951,0.934742,0.939841,0.940426,0.962034,42774916.459988,44462977.340332,37335743.362813,38651796.286621,4139491.329355,4428486.504883,1028201.741844,1094016.685547,271480.025976,288677.863281,4384.697766,100.000000,
27,0.377671,0.128326,0.630669,0.410782,0.361087,0.377671,2141.754967,5670.961445,117.904768,918.791454,497.710297,789.178841,786.553755,1914.772217,739.586148,2048.218933,4384.740284,4404.936666,0.291752,0.345937,0.347647,0.331592,0.299390,13641152.151475,45563082.715820,11405997.269690,39094807.501953,1710766.050843,4945317.164551,419826.438186,1207623.509277,104562.392756,315334.540039,4384.740284,100.000000,
28,0.818465,0.170198,0.987285,0.952748,0.958580,0.818465,4115.813644,5028.701248,154.728443,909.110558,754.603635,764.322029,1602.871434,1682.367493,1603.610131,1672.901169,4384.740284,4384.740284,0.944391,0.890085,0.897585,0.898656,0.937497,41255946.332218,44006483.766602,36098849.822157,38224490.949707,3921575.173894,4405841.041016,977182.800272,1088679.736328,258338.535895,287472.039551,4384.740284,100.000000,
29,0.377344,0.126175,0.606360,0.411730,0.368558,0.377344,2165.051506,5737.600601,115.819245,917.927536,483.368867,797.165009,794.780623,1930.344482,771.082771,2092.163574,4384.716558,4405.252196,0.288807,0.342041,0.344775,0.329661,0.296414,13512673.625599,45587228.356445,11281213.755580,39061483.454102,1706181.837156,4988236.187988,420219.735752,1218822.773926,105058.297111,318685.940430,4384.716558,100.000000,
30,0.840340,0.170541,0.996488,0.988391,0.986143,0.840340,4199.995902,4997.973927,154.805234,907.732578,759.988471,762.666687,1644.003343,1663.313553,1641.198855,1664.261108,4384.052737,4384.716558,0.976746,0.963641,0.968292,0.970055,0.975192,43340489.780521,44443045.500977,37743362.884252,38641925.401855,4259800.449079,4420525.809570,1057710.769606,1092346.999512,279615.677584,288247.290039,4384.052737,100.000000,
31,0.757504,0.168502,0.927158,0.887029,0.869234,0.757504,3781.097975,4991.518887,151.837771,901.104996,707.939262,763.558758,1470.721072,1658.030426,1450.599869,1668.824707,4384.052737,4384.052737,0.849063,0.718148,0.736679,0.749072,0.832447,37094298.276322,44560559.747559,32841752.250866,38679981.969238,3222058.305584,4486622.793945,813460.145516,1104226.493164,217027.574355,289728.491211,4384.052737,100.000000,
32,0.841425,0.170635,0.996541,0.989797,0.984502,0.841425,4242.889916,5042.504292,155.062720,908.740612,762.386669,765.033043,1666.959467,1684.142441,1658.481059,1684.588196,4384.520335,4384.706172,0.984577,0.969591,0.974281,0.977929,0.982772,43283866.756316,44042622.332520,37647162.897138,38236900.520996,4289992.895732,4424540.163574,1064746.358055,1092853.402344,281964.605390,288328.245605,4384.520335,100.000000,
33,0.795235,0.170500,0.971328,0.941295,0.912307,0.795235,3947.012921,4963.332085,154.757501,907.669815,736.876963,758.628731,1541.490885,1637.627457,1513.887571,1659.406082,4384.520335,4384.520335,0.824427,0.838388,0.845065,0.841002,0.826414,36760641.308752,44482122.280273,31925459.169580,38724408.277344,3678608.553028,4387717.880859,915955.209482,1083887.021484,240618.376661,286109.100586,4384.520335,100.000000,
34,0.486088,0.131535,0.636284,0.534884,0.558186,0.486088,2473.220172,5088.009224,119.623536,909.444855,490.395699,770.717842,895.463053,1674.126312,967.737884,1733.720215,4385.851831,4385.851831,0.303305,0.410124,0.410034,0.386948,0.317598,13973690.653880,43998105.729980,11539489.345830,38045794.170410,1859152.823615,4533146.221191,460101.988779,1122106.214355,114946.495656,297059.124023,4385.851831,100.000000,
35,0.789998,0.181609,0.959195,0.905830,0.891304,0.789998,4452.657031,5636.291626,166.781496,918.355141,752.958695,784.990593,1712.841497,1890.909027,1820.075344,2042.036865,4405.466850,4405.466850,0.894336,0.849472,0.859424,0.860074,0.888415,40593502.874822,45692053.819336,35169615.257486,39324833.551270,4136237.754975,4869184.538574,1021162.745047,1188193.720703,266487.117314,309842.008789,4405.466850,100.000000,
36,0.522713,0.169652,0.861756,0.572903,0.553141,0.522713,2287.743805,4376.671024,159.279477,938.861164,554.186992,643.090530,823.435247,1437.304016,750.842089,1357.415314,4557.097346,4557.133959,0.256002,0.376373,0.386516,0.372836,0.274001,11898731.038495,43425866.237793,9478090.845077,37023574.352051,1843542.123581,4898174.142578,460797.937167,1192183.924805,116300.132671,311933.818359,4557.097346,100.000000,
37,0.522075,0.170196,0.880832,0.553968,0.562580,0.522075,2275.337126,4358.254051,159.847670,939.199440,565.615351,642.137375,795.371211,1435.770142,754.502893,1341.147095,4557.097346,4557.097346,0.262281,0.382166,0.392846,0.380063,0.280240,12132761.799934,43294140.719238,9680487.053290,36908877.681152,1867120.334446,4885621.903320,467000.099335,1188760.652344,118154.312863,310880.482422,4557.097346,100.000000,
38,0.727722,0.175152,0.944331,0.854199,0.872933,0.727722,3180.765895,4370.852295,164.039233,936.554482,605.217346,640.895210,1228.523448,1438.217377,1182.985868,1355.185226,4557.112744,4557.354971,0.778483,0.682532,0.694660,0.696306,0.764626,33274271.910439,43517078.328125,28831099.262453,37034986.288086,3387653.988908,4963362.320801,836665.682183,1204423.927734,218852.976895,314305.791504,4557.112744,100.000000,
39,0.786348,0.176153,0.965713,0.950924,0.949766,0.786348,3436.638608,4370.379173,165.336589,938.598743,620.645831,642.681767,1367.104490,1437.659286,1283.551700,1351.439377,4404.936666,4557.112744,0.952524,0.891507,0.903432,0.911969,0.943975,40810969.771073,43233084.302246,35090100.389464,36839079.026367,4361325.951292,4892081.894531,1075620.803975,1190594.177734,283922.626342,311329.203613,4404.936666,100.000000,
40,0.345468,0.173711,0.600143,0.371866,0.299709,0.345468,1959.134305,5670.961445,159.604317,918.791454,473.620349,789.178841,712.039096,1914.772217,613.870543,2048.218933,4404.936666,4404.936666,0.249887,0.372710,0.382045,0.369162,0.267546,12190241.232150,45563082.715820,9769294.125571,39094807.501953,1843171.598453,4945317.164551,461366.136304,1207623.509277,116409.371822,315334.540039,4404.936666,100.000000,
41,0.738424,0.173684,0.945200,0.876852,0.884795,0.738424,3234.208144,4379.878296,163.196807,939.620560,602.075408,636.982162,1257.233533,1433.803116,1211.702395,1369.472458,4557.341233,4557.341233,0.800096,0.710528,0.719622,0.718787,0.787084,34148523.839178,43386137.036133,29549411.989542,36932346.486816,3509280.331078,4938976.508789,864101.885447,1200771.746582,225729.633111,314042.293945,4557.341233,100.000000,
42,0.449885,0.157380,0.786700,0.509449,0.450409,0.449885,2086.564333,4637.994919,155.180670,986.027855,468.645634,595.710854,743.578486,1459.575180,719.159544,1596.681030,4702.985259,4703.289310,0.286794,0.378873,0.390176,0.376141,0.300181,13505581.427077,44991451.604004,11066728.016838,38587687.245117,1854792.899728,4895557.958984,465989.819786,1194306.013672,118070.690727,313900.386230,4702.985259,100.000000,
43,0.438542,0.160051,0.785386,0.499089,0.424724,0.438542,2029.474620,4627.776993,157.998239,987.173058,472.708382,601.880165,725.824271,1454.299667,672.943728,1584.424103,4557.196580,4702.985259,0.288092,0.388908,0.399787,0.387144,0.302778,13767537.431124,45470660.705078,11227433.527240,38971729.318848,1932761.933770,4969713.367676,484243.451766,1211252.413574,123098.518348,317965.604980,4557.196580,100.000000,
44,0.741097,0.174616,0.935780,0.875644,0.900731,0.741097,3230.410455,4358.959408,164.063056,939.566254,599.854721,641.021236,1259.112354,1437.927536,1207.380324,1340.444382,4557.196580,4557.196580,0.803900,0.718446,0.728711,0.729113,0.791642,34246911.715538,43260611.636230,29642581.593906,36873472.902344,3511429.543790,4887537.533691,866256.046477,1188751.402344,226644.531365,310849.797852,4557.196580,100.000000,
45,0.810235,0.170518,1.000000,1.000000,1.000000,0.810235,3410.206373,4208.908394,164.190647,962.892120,604.778400,604.778511,1333.679164,1333.679382,1307.558161,1307.558380,4557.354971,4592.279097,1.000000,0.999999,0.999999,0.999999,1.000000,40766959.976154,40766967.904297,33898663.257801,33898663.211426,5243079.360933,5243085.295898,1284933.391382,1284935.132812,340283.966038,340284.264160,4557.354971,100.000000,
46,0.477433,0.167982,0.629094,0.497738,0.598021,0.477433,2086.791269,4370.852295,157.324346,936.554482,403.183038,640.895210,715.854879,1438.217377,810.429006,1355.185226,4557.354971,4557.354971,0.311285,0.381853,0.396210,0.387615,0.322236,14022761.029959,43517078.328125,11528451.555722,37034986.288086,1895274.667166,4963362.320801,477205.143922,1204423.927734,121829.663148,314305.791504,4557.354971,100.000000,
47,0.790581,0.170139,0.970295,0.956224,0.956214,0.790581,3660.941937,4630.695648,167.837876,986.472672,581.056972,598.845627,1395.374606,1459.254211,1516.672483,1586.123138,4702.985259,4703.469089,0.966463,0.931320,0.940549,0.945563,0.961819,43273863.210251,44991684.142090,37311592.566664,38606314.094727,4546459.710269,4881736.414062,1119870.676722,1190655.888672,295940.256596,312977.744629,4702.985259,100.000000,
48,0.768824,0.170532,0.942285,0.928845,0.928818,0.768824,3557.948311,4627.776993,168.344454,987.173058,567.142705,601.880165,1350.819427,1454.299667,1471.641725,1584.424103,4702.985259,4702.985259,0.946597,0.876010,0.890808,0.899994,0.937071,42609216.177408,45470660.705078,36890535.945163,38971729.318848,4353519.882858,4969713.367676,1078993.162696,1211252.413574,286167.186689,317965.604980,4702.985259,100.000000,
49,0.775773,0.169496,0.949591,0.939987,0.937022,0.775773,3591.465748,4629.529415,167.465569,988.018246,568.706333,598.896042,1362.326095,1449.303421,1492.967752,1593.311707,4703.866759,4703.991573,0.912740,0.857447,0.868365,0.874437,0.905250,41497789.633761,45841255.146484,35862840.549918,39291392.264160,4293901.282420,5007771.945801,1060272.424015,1220998.011719,280775.377407,321092.924805,4703.866759,100.000000,
50,0.777822,0.169628,0.947059,0.938937,0.945684,0.777822,3593.287624,4619.680977,167.541415,987.700363,568.933433,600.737129,1361.860653,1450.427734,1494.952124,1580.815750,4703.866759,4703.866759,0.902387,0.848989,0.857951,0.860597,0.895105,41469897.205295,46329619.896973,35856296.082545,39734931.764160,4279392.308331,5040576.430664,1055309.764659,1230035.415527,278899.049760,324076.286621,4703.866759,100.000000,
51,0.408002,0.164893,0.692271,0.386016,0.460559,0.408002,2182.799058,5349.973969,164.707840,998.874451,457.381685,660.697678,719.476395,1863.852768,841.233138,1826.549072,4846.400177,4846.692216,0.366442,0.465641,0.472246,0.465337,0.382824,15511288.765383,40518019.603516,12425075.701335,33907385.559570,2354735.904682,5056974.003906,581132.599304,1230572.478516,150344.560062,323087.561523,4846.400177,100.000000,
52,0.809259,0.169668,0.963839,0.962423,0.943900,0.809259,4348.850272,5373.864475,169.096053,996.628178,645.291831,669.501572,1804.548631,1875.005661,1729.913757,1832.729065,4846.400177,4846.400177,0.878762,0.809421,0.818908,0.823042,0.867748,35172374.523395,40532930.342285,29755525.193651,33860724.427734,4131303.440159,5104022.966309,1017134.283533,1242061.587891,268411.606052,326121.360352,4846.400177,100.000000,
53,0.810338,0.168731,0.975744,0.961882,0.946625,0.810338,4334.115365,5348.528763,168.457440,998.377525,644.792654,660.821556,1793.801666,1864.886597,1727.063605,1824.443085,4846.597009,4846.597009,0.890478,0.843254,0.847427,0.847923,0.882960,35745821.334317,40484067.711426,30186584.326450,33899305.890625,4248921.175816,5038721.204102,1038160.371618,1225073.569824,272155.460433,320967.046875,4846.597009,100.000000,
54,0.827148,0.169508,0.995676,0.982430,0.967281,0.827148,4423.637503,5348.059296,169.227343,998.341530,656.791355,659.643852,1834.019852,1866.820038,1763.598952,1823.253876,4706.189118,4846.716800,0.928087,0.890719,0.906591,0.921136,0.922726,37331835.751401,40458208.537598,31436660.698121,33872531.764160,4489562.246085,5040381.812988,1110375.839706,1224781.042969,295236.967488,320513.917480,4706.189118,100.000000,
55,0.395695,0.106512,0.546118,0.522928,0.419266,0.395695,1997.478058,5048.026928,122.560886,1150.674328,341.045437,624.490082,815.560787,1559.604645,718.310948,1713.257874,4706.189118,4706.189118,0.315740,0.303631,0.306253,0.292645,0.313931,15567547.302584,49589090.818848,13327371.918242,42209901.368164,1710488.048588,5633448.637207,423229.012277,1381960.691406,106458.323477,363780.122070,4706.189118,100.000000,
56,0.833576,0.168149,0.990897,0.988352,0.983960,0.833576,4448.661826,5336.837280,168.045292,999.382484,650.414407,656.389732,1841.018166,1862.715088,1789.183962,1818.349976,4715.837265,4846.798327,0.946608,0.933537,0.939067,0.939652,0.944693,38074292.867895,40303357.658691,31929891.462620,33730838.350098,4696232.718500,5030582.712891,1147603.234342,1222067.641602,300565.452433,319868.954102,4715.837265,100.000000,
57,0.393492,0.105412,0.516851,0.512419,0.428441,0.393492,2039.920253,5184.144936,121.613840,1153.704071,337.890537,653.748589,815.829440,1592.113358,764.586435,1784.578918,4715.837265,4715.837265,0.298731,0.285093,0.288962,0.277434,0.296767,15172954.685128,51127533.030273,13016341.593676,43572119.776367,1643207.737656,5763755.183594,409547.015916,1417304.369629,103858.337880,374353.700684,4715.837265,100.000000,
58,0.836370,0.168578,0.993572,0.990224,0.988488,0.836370,4467.644769,5341.710644,168.422441,999.078106,653.045741,657.270645,1847.983282,1866.226944,1798.193305,1819.134949,4846.803864,4846.803864,0.945308,0.930929,0.935359,0.936705,0.943140,38131197.997487,40430066.342773,31976175.821604,33826207.285156,4705145.108179,5054246.423828,1148763.094822,1228151.864258,301113.972882,321460.769531,4846.803864,100.000000,
59,0.341531,0.140635,0.502476,0.345575,0.389559,0.341531,1825.214917,5344.220184,140.593767,999.705063,329.977444,656.702744,644.091223,1863.822021,710.552483,1823.990356,4704.323611,4846.837142,0.388202,0.381901,0.392152,0.379484,0.387470,15638270.582898,40359971.729492,13125951.044783,33812166.509766,1914129.938213,5012114.437988,477316.730249,1217171.549805,120872.869653,318519.231934,4704.323611,100.000000,
60,0.682798,0.160446,0.903370,0.810077,0.840817,0.682798,3424.143060,5014.869442,184.393084,1149.252850,538.482792,596.081909,1259.983031,1555.387589,1441.284153,1714.147095,4704.323611,4704.323611,0.775355,0.736447,0.759160,0.765288,0.770420,38245383.622182,49642257.002930,32774033.422723,42269729.211914,4143970.644912,5626979.540039,1048967.316422,1381747.641113,278412.238126,363800.609863,4704.323611,100.000000,
61,0.642767,0.162147,0.880537,0.749757,0.780292,0.642767,3261.464954,5074.101910,186.858476,1152.404469,551.195203,625.975990,1183.844798,1578.971939,1339.566477,1716.749512,4708.147228,4708.147228,0.610569,0.601678,0.614105,0.606682,0.609629,30233837.668788,49593836.541504,25772697.210936,42210955.680664,3389804.876855,5633922.909668,850039.805162,1384193.615723,221295.775835,364764.335449,4708.147228,100.000000,
62,0.645368,0.165884,0.873204,0.742234,0.777143,0.645368,3450.768444,5346.979588,191.821390,1156.355976,563.747867,645.608368,1271.150926,1712.600327,1424.048260,1832.414917,4733.413814,4733.413814,0.501713,0.558307,0.569777,0.561378,0.510267,27198159.778590,53301770.984863,22858238.035274,45560396.043945,3295463.198577,5902595.710449,828166.666746,1453491.756836,216291.877993,385287.473633,4733.413814,100.000000,
63,0.460563,0.168713,0.770704,0.458649,0.530989,0.460563,2670.898089,5799.204506,196.445055,1164.374443,509.282450,660.801376,919.287938,2004.339600,1045.882646,1969.689087,4767.598554,4767.598554,0.330456,0.392229,0.398633,0.388269,0.340372,16876586.210037,49582805.416992,13797004.286654,41751408.643066,2341136.819125,5968797.437012,586759.258764,1471927.782715,151685.845494,390671.554199,4767.598554,100.000000,
64,0.414036,0.165090,0.726659,0.403096,0.464066,0.414036,2459.398204,5940.054512,192.634501,1166.845863,499.303685,687.122223,851.246633,2111.769592,916.213385,1974.316833,4706.189118,4782.665546,0.333910,0.374735,0.381250,0.370966,0.340857,16074371.934699,47158667.601562,13133325.048758,39331983.595215,2236041.625330,5966991.647949,560634.668114,1470517.720215,144370.592497,389174.638184,4706.189118,100.000000,
